Summary transaction information from 2018-06-01 00:00:00 to 2018-08-31 00:00:00
Term_id Transaction_id Datetime Org_id Amount Account
304 145 2018-06-14 10:03:54 23 9011596 1233222
7 160 2018-06-14 10:03:54 16 1877719 1182256
1049 425 2018-06-14 10:03:55 21 8592120 679988
7 161 2018-06-14 10:03:55 6 7486396 186394
7 162 2018-06-14 10:03:56 20 4359973 353221
1049 426 2018-06-14 10:03:56 27 9182496 269435
1049 427 2018-06-14 10:03:57 21 8568210 1106701
304 146 2018-06-14 10:03:58 15 9451448 266493
304 147 2018-06-14 10:03:58 29 6917423 737485
55 152 2018-06-14 10:03:59 21 2223690 72620
1049 428 2018-06-14 10:03:59 29 9465751 294819
304 148 2018-06-14 10:04:00 1 6387069 51710
1049 429 2018-06-14 10:04:00 21 8071577 622601
7 164 2018-06-14 10:04:01 22 4173781 71374
250 141 2018-06-14 10:04:01 28 9670038 212830
55 153 2018-06-14 10:04:02 1 6198521 766458
304 149 2018-06-14 10:04:02 4 8091534 166343
7 165 2018-06-14 10:04:03 5 4008430 1107845
304 150 2018-06-14 10:04:03 15 5822396 1457976
250 142 2018-06-14 10:04:04 6 3936918 985319
250 143 2018-06-14 10:04:04 30 7862526 1412957
250 144 2018-06-14 10:04:05 19 5895875 442971
7 166 2018-06-14 10:04:06 24 5841914 1386578
55 154 2018-06-14 10:04:06 22 3070737 1423631
250 145 2018-06-14 10:04:07 5 1312700 75165
7 167 2018-06-14 10:04:07 25 7485000 1251150
7 168 2018-06-14 10:04:08 17 5811276 1154006
55 155 2018-06-14 10:04:08 27 9240395 1362393
55 156 2018-06-14 10:04:09 6 9823738 512243
1049 430 2018-06-14 10:04:09 13 3335786 12702
7 169 2018-06-14 10:04:10 4 2982045 561626
304 152 2018-06-14 10:04:10 5 7756021 1093269
1049 431 2018-06-14 10:04:11 7 4512123 695515
1049 432 2018-06-14 10:04:11 18 6124461 37178
304 153 2018-06-14 10:04:12 6 9176047 531380
250 146 2018-06-14 10:04:12 9 2632303 733074
250 147 2018-06-14 10:04:13 2 8576462 798747
250 148 2018-06-14 10:04:14 15 3571614 520653
7 170 2018-06-14 10:04:14 4 3508428 471367
7 171 2018-06-14 10:04:15 30 2211359 1065404
250 149 2018-06-14 10:04:15 2 8006993 522571
250 150 2018-06-14 10:04:16 22 4393705 1340328
250 151 2018-06-14 10:04:16 13 3998927 1432054
55 157 2018-06-14 10:04:17 26 2578144 112629
304 154 2018-06-14 10:04:17 18 1971632 1026049
304 155 2018-06-14 10:04:18 28 3139680 1496610
304 156 2018-06-14 10:04:18 8 8406504 1068019
304 157 2018-06-14 10:04:19 12 2720558 923629
1049 433 2018-06-14 10:04:19 17 9207740 879798
7 172 2018-06-14 10:04:20 27 7847373 1391990
7 173 2018-06-14 10:04:20 8 1021281 1318457
7 174 2018-06-14 10:04:22 24 2223616 1480094
55 158 2018-06-14 10:04:22 20 3989275 887413
304 158 2018-06-14 10:04:23 10 9809997 1333532
304 159 2018-06-14 10:04:23 27 8374791 1046883
250 153 2018-06-14 10:04:24 1 2922779 1335333
1049 435 2018-06-14 10:04:24 23 8194209 345219
55 159 2018-06-14 10:04:25 24 1943721 1175182
55 160 2018-06-14 10:04:25 4 9295093 170425
250 154 2018-06-14 10:04:26 7 2997383 975130
1049 436 2018-06-14 10:04:26 2 3434317 535948
304 160 2018-06-14 10:04:27 20 2816584 363387
250 155 2018-06-14 10:04:27 21 3351314 703323
55 161 2018-06-14 10:04:28 17 4876053 176136
7 176 2018-06-14 10:04:29 25 3530577 693014
304 161 2018-06-14 10:04:29 21 5286367 566608
250 156 2018-06-14 10:04:30 20 4296618 264686
250 157 2018-06-14 10:04:30 6 1305953 343117
55 162 2018-06-14 10:04:31 29 6417062 461756
304 162 2018-06-14 10:04:31 28 3584164 154376
7 177 2018-06-14 10:04:32 21 2035325 684561
1049 437 2018-06-14 10:04:32 12 7383848 29104
250 158 2018-06-14 10:04:33 11 3648525 753034
304 163 2018-06-14 10:04:33 5 7512144 1292470
55 163 2018-06-14 10:04:34 9 8316291 856815
55 164 2018-06-14 10:04:34 21 8682389 1321301
250 159 2018-06-14 10:04:35 26 4581900 291554
250 160 2018-06-14 10:04:36 4 6527665 1075083
250 161 2018-06-14 10:04:36 19 1715031 1017193
304 165 2018-06-14 10:04:37 24 6258843 155423
250 162 2018-06-14 10:04:37 16 3955766 478384
7 178 2018-06-14 10:04:38 5 1844356 895695
1049 438 2018-06-14 10:04:38 25 2324175 500118
304 166 2018-06-14 10:04:39 14 6684550 640063
55 166 2018-06-14 10:04:40 27 3828940 1056726
250 163 2018-06-14 10:04:40 28 7530168 509206
304 167 2018-06-14 10:04:41 24 7133813 263967
7 179 2018-06-14 10:04:41 5 5361768 135174
55 167 2018-06-14 10:04:42 2 1441199 238666
250 164 2018-06-14 10:04:42 2 7546471 479729
304 168 2018-06-14 10:04:43 19 1617919 1179339
250 165 2018-06-14 10:04:43 25 9885560 162768
1049 439 2018-06-14 10:04:44 9 9448325 518337
55 168 2018-06-14 10:04:44 16 2396054 1034055
7 180 2018-06-14 10:04:45 16 2720819 1282062
55 169 2018-06-14 10:04:45 11 4713110 920263
1049 440 2018-06-14 10:04:46 26 4389925 1288160
1049 441 2018-06-14 10:04:46 20 1234157 496798
55 170 2018-06-14 10:04:47 1 7211102 166760
304 169 2018-06-14 10:04:47 28 7868540 752797
55 171 2018-06-14 10:04:48 30 4102612 1277268
7 181 2018-06-14 10:04:48 19 9482669 817732
55 172 2018-06-14 10:04:49 6 9043212 259550
7 182 2018-06-14 10:04:49 23 8804217 409498
55 173 2018-06-14 10:04:50 21 6059998 543947
304 170 2018-06-14 10:04:50 23 6584474 1199754
55 174 2018-06-14 10:04:51 4 5017030 778998
7 183 2018-06-14 10:04:51 7 6529429 89473
55 175 2018-06-14 10:04:52 17 5924609 1261803
55 176 2018-06-14 10:04:52 20 1772923 1397906
304 171 2018-06-14 10:04:53 9 5698807 138382
250 166 2018-06-14 10:04:53 21 8458659 523839
1049 442 2018-06-14 10:04:54 9 1499430 1098387
250 167 2018-06-14 10:04:54 13 8462266 600285
55 177 2018-06-14 10:04:55 16 6612793 1108829
7 184 2018-06-14 10:04:55 18 6355439 831645
7 185 2018-06-14 10:04:56 13 1338702 1330089
304 172 2018-06-14 10:04:57 14 7099919 436759
1049 443 2018-06-14 10:04:57 4 7403417 85412
304 173 2018-06-14 10:04:58 4 4265146 337926
55 179 2018-06-14 10:04:58 28 8707888 153633
1049 444 2018-06-14 10:04:59 2 7446703 1210309
7 186 2018-06-14 10:04:59 25 5577229 1178160
7 187 2018-06-14 10:05:00 5 1674894 120644
250 168 2018-06-14 10:05:00 5 4554986 359870
7 188 2018-06-14 10:05:01 7 6848496 758370
7 189 2018-06-14 10:05:01 30 4614586 1461830
55 180 2018-06-14 10:05:02 3 7696301 1396967
55 181 2018-06-14 10:05:03 7 2774346 1046050
304 174 2018-06-14 10:05:03 4 7777981 1190207
304 175 2018-06-14 10:05:04 7 6562603 562923
55 182 2018-06-14 10:05:04 10 7795657 800603
1049 445 2018-06-14 10:05:05 8 2297990 530620
304 176 2018-06-14 10:05:05 20 6379369 567454
250 169 2018-06-14 10:05:06 26 4842613 74346
1049 446 2018-06-14 10:05:06 2 6580479 270492
250 170 2018-06-14 10:05:07 13 4762683 789298
304 177 2018-06-14 10:05:07 9 9283794 831954
7 191 2018-06-14 10:05:08 18 7891824 1126562
304 178 2018-06-14 10:05:08 17 6566915 231700
304 179 2018-06-14 10:05:09 15 8026134 424471
7 192 2018-06-14 10:05:09 26 6397269 815779
250 172 2018-06-14 10:05:10 17 1645793 367089
304 180 2018-06-14 10:05:11 26 5743745 334173
7 193 2018-06-14 10:05:11 13 7594987 177476
7 194 2018-06-14 10:05:12 21 8184454 944131
304 181 2018-06-14 10:05:12 29 2604836 1464575
1049 447 2018-06-14 10:05:13 26 3682658 342156
55 183 2018-06-14 10:05:13 16 5982278 654039
1049 448 2018-06-14 10:05:14 7 9867964 127800
1049 449 2018-06-14 10:05:15 8 5600465 1131442
304 183 2018-06-14 10:05:15 12 9990071 702385
7 195 2018-06-14 10:05:16 27 6403845 747014
55 184 2018-06-14 10:05:16 2 7600761 245830
55 185 2018-06-14 10:05:17 12 4287927 29270
7 196 2018-06-14 10:05:17 10 6711704 778716
304 184 2018-06-14 10:05:18 3 1087217 397765
7 197 2018-06-14 10:05:18 23 6109609 1377562
304 185 2018-06-14 10:05:19 24 2176559 1481719
304 186 2018-06-14 10:05:19 7 2761914 499873
304 189 2018-06-15 11:12:51 19 6647335 945183
7 200 2018-06-15 11:12:51 21 8713672 491547
55 188 2018-06-15 11:12:52 1 2936670 995942
1049 452 2018-06-15 11:12:52 21 4193684 166279
7 201 2018-06-15 11:12:53 22 2503291 557400
304 190 2018-06-15 11:12:53 8 2444737 42393
304 191 2018-06-15 11:12:54 25 8726992 1105707
250 175 2018-06-15 11:12:54 12 2690224 697555
1049 453 2018-06-15 11:12:55 28 3331776 213722
304 192 2018-06-15 11:12:55 19 1521326 302533
250 176 2018-06-15 11:12:56 16 7207784 661010
7 202 2018-06-15 11:12:56 23 8500162 1395653
250 177 2018-06-15 11:12:57 18 4672662 160028
250 178 2018-06-15 11:12:57 21 6069704 1114468
55 189 2018-06-15 11:12:58 13 1516708 367144
55 190 2018-06-15 11:12:58 30 3118187 473834
55 191 2018-06-15 11:12:59 4 3352446 1294363
304 193 2018-06-15 11:12:59 27 3529287 1110964
1049 454 2018-06-15 11:13:00 8 4526317 642448
7 203 2018-06-15 11:13:00 20 2288877 1354228
55 192 2018-06-15 11:13:01 19 7796821 276125
1049 455 2018-06-15 11:13:01 3 3770191 927752
250 179 2018-06-15 11:13:02 4 7922155 1241824
250 180 2018-06-15 11:13:02 13 9290248 96995
250 181 2018-06-15 11:13:03 25 4458594 1278182
250 182 2018-06-15 11:13:04 3 8603441 544584
55 193 2018-06-15 11:13:04 20 1889581 1249525
250 183 2018-06-15 11:13:05 30 9062791 216398
250 186 2018-06-15 11:13:37 28 7587368 425455
250 187 2018-06-15 11:13:38 5 1471531 1115844
1049 459 2018-06-15 11:13:38 17 3297534 236577
7 206 2018-06-15 11:13:39 19 2172576 1071665
1049 460 2018-06-15 11:13:39 29 8513039 24846
55 196 2018-06-15 11:13:40 12 2032877 923537
1049 461 2018-06-15 11:13:40 3 7241078 1311761
55 197 2018-06-15 11:13:41 9 1666124 1133327
250 188 2018-06-15 11:13:42 29 7418648 1018613
7 208 2018-06-15 11:13:42 5 7332241 595009
7 209 2018-06-15 11:13:43 8 5415533 1042810
250 189 2018-06-15 11:13:43 6 7107860 34425
55 199 2018-06-15 11:13:44 23 7910432 1235882
1049 462 2018-06-15 11:13:45 5 4413026 1041923
7 210 2018-06-15 11:13:45 18 9140890 173604
1049 463 2018-06-15 11:13:46 25 8451607 480823
1049 464 2018-06-15 11:13:46 5 1831811 1077728
55 200 2018-06-15 11:13:47 10 8051423 234591
304 196 2018-06-15 11:13:47 15 5332866 48270
55 201 2018-06-15 11:13:48 22 6144391 497933
55 202 2018-06-15 11:13:48 14 6912759 1038594
7 211 2018-06-15 11:13:49 7 7842842 525287
304 197 2018-06-15 11:13:49 4 1310012 911794
55 203 2018-06-15 11:13:50 8 9508684 768068
7 212 2018-06-15 11:13:50 18 4608387 502202
250 190 2018-06-15 11:13:51 1 3914147 390117
55 204 2018-06-15 11:13:52 18 1137519 392379
1049 467 2018-06-15 11:31:38 11 4915622 1084066
1049 468 2018-06-15 11:31:39 20 1549643 726734
304 200 2018-06-15 11:31:39 14 8024068 1401483
250 193 2018-06-15 11:31:40 12 7523109 1210798
55 207 2018-06-15 11:31:40 30 4046216 1044437
304 201 2018-06-15 11:31:41 2 4437745 1307692
7 215 2018-06-15 11:31:41 3 4203550 1127467
55 208 2018-06-15 11:31:42 5 5654484 556269
7 216 2018-06-15 11:31:42 5 5219184 1349246
55 209 2018-06-15 11:31:43 5 9472717 916177
304 203 2018-06-15 11:31:44 1 9641195 579934
7 217 2018-06-15 11:31:44 16 5498861 1015250
7 218 2018-06-15 11:31:45 28 2404170 290085
7 219 2018-06-15 11:31:46 24 7505483 1119859
55 210 2018-06-15 11:31:46 5 5309906 1357154
250 195 2018-06-15 11:31:47 16 1091848 1460767
304 204 2018-06-15 11:31:47 25 1434782 744970
7 220 2018-06-15 11:31:48 30 3687500 620274
304 205 2018-06-15 11:31:48 12 9515072 930017
1049 469 2018-06-15 11:31:49 21 5850571 546494
55 211 2018-06-15 11:31:49 28 5144990 605164
7 221 2018-06-15 11:31:50 22 7391742 484594
55 212 2018-06-15 11:31:50 1 7009430 157128
304 206 2018-06-15 11:31:51 24 4455963 1166932
1049 470 2018-06-15 11:31:51 17 1944498 1384774
7 222 2018-06-15 11:31:52 28 6220908 272585
1049 471 2018-06-15 11:31:52 21 6781739 653325
304 207 2018-06-15 11:31:53 21 3274764 247211
304 208 2018-06-15 11:31:53 24 7177099 572161
250 196 2018-06-15 11:31:54 6 8830726 587411
1049 472 2018-06-15 11:31:54 5 7639524 248803
55 213 2018-06-15 11:31:55 25 2465616 367458
55 214 2018-06-15 11:31:55 28 3792445 950054
7 223 2018-06-15 11:31:56 3 7750248 658847
304 209 2018-06-15 11:31:56 25 7647340 672878
7 224 2018-06-15 11:31:57 6 3285173 1487647
250 197 2018-06-15 11:31:58 9 3025824 771873
304 210 2018-06-15 11:31:58 28 6297990 995198
1049 473 2018-06-15 11:31:59 15 2865086 901294
250 198 2018-06-15 11:31:59 2 7905896 353124
304 211 2018-06-15 11:32:00 5 4769356 1026045
1049 474 2018-06-15 11:32:00 18 6057197 691551
250 199 2018-06-15 11:32:01 17 5623049 94074
304 212 2018-06-15 11:32:02 29 3796476 845243
55 216 2018-06-15 11:32:02 17 3802598 1354760
250 200 2018-06-15 11:32:03 2 3391578 1474867
250 201 2018-06-15 11:32:03 6 6361936 262226
304 213 2018-06-15 11:32:04 13 4877754 971974
250 202 2018-06-15 11:32:04 14 4064444 241772
304 214 2018-06-15 11:32:05 19 4787995 728261
304 215 2018-06-15 11:32:05 20 3494750 617707
55 217 2018-06-15 11:32:06 24 1486937 600939
1049 476 2018-06-15 11:32:07 25 7373183 1467137
1049 477 2018-06-15 11:32:08 26 1873958 937077
1049 478 2018-06-15 11:32:08 25 4486298 401993
304 217 2018-06-15 11:32:09 10 3962918 924285
304 218 2018-06-15 11:32:09 25 6878746 1140012
250 203 2018-06-15 11:32:10 30 8710565 1286311
55 218 2018-06-15 11:32:10 8 6221747 831296
250 204 2018-06-15 11:32:11 2 5263840 896929
1049 479 2018-06-15 11:32:11 28 9733639 953101
55 219 2018-06-15 11:32:12 13 4767588 359468
250 205 2018-06-15 11:32:12 23 3110298 1251502
7 226 2018-06-15 11:32:13 2 3522265 141339
7 227 2018-06-15 11:32:13 4 1864787 236091
304 219 2018-06-15 11:32:14 16 7707731 889845
7 228 2018-06-15 11:32:14 23 8417560 9136
7 229 2018-06-15 11:32:15 27 2448993 360424
55 220 2018-06-15 11:32:15 16 5543855 1094660
250 206 2018-06-15 11:32:16 18 6378653 64032
1049 480 2018-06-15 11:32:16 7 2051144 294476
250 207 2018-06-15 11:32:17 17 2146797 550086
55 221 2018-06-15 11:32:17 8 5013891 27135
55 222 2018-06-15 11:32:18 2 4137606 9812
55 223 2018-06-15 11:32:18 9 1531233 971688
304 220 2018-06-15 11:32:19 28 7402780 473284
304 221 2018-06-15 11:32:19 10 5278707 752247
7 230 2018-06-15 11:32:20 10 1668466 137105
304 222 2018-06-15 11:32:20 28 8591131 107558
1049 481 2018-06-15 11:32:21 30 8217501 503862
7 231 2018-06-15 11:32:21 18 5362982 1179329
55 224 2018-06-15 11:32:22 19 2392451 599045
304 223 2018-06-15 11:32:22 26 5503776 1335173
250 208 2018-06-15 11:32:23 12 5953511 491928
7 232 2018-06-15 11:32:23 14 2556208 482322
1049 482 2018-06-15 11:32:24 29 3460223 811971
55 225 2018-06-15 11:32:24 17 5768125 55683
250 209 2018-06-15 11:32:25 17 1979800 944010
1049 483 2018-06-15 11:32:26 22 1039136 923615
7 233 2018-06-15 11:32:26 25 9751965 1151922
55 226 2018-06-15 11:32:27 20 3244456 383762
1049 484 2018-06-15 11:32:27 5 9600338 1445312
1049 485 2018-06-15 11:32:28 29 4976331 1002724
250 211 2018-06-15 11:32:28 18 5135980 1231462
7 234 2018-06-15 11:32:29 3 4510890 1390528
1049 486 2018-06-15 11:32:29 29 3966091 1041379
1049 487 2018-06-15 11:32:30 1 7233913 894542
55 227 2018-06-15 11:32:30 15 1989980 966275
7 235 2018-06-15 11:32:31 19 6090260 576931
250 212 2018-06-15 11:32:31 6 7321163 1404076
304 224 2018-06-15 11:32:32 21 9943925 949267
7 236 2018-06-15 11:32:32 25 3355937 117890
304 225 2018-06-15 11:32:33 18 3368355 523968
7 237 2018-06-15 11:32:33 17 1394856 224904
55 228 2018-06-15 11:32:34 14 2330969 977542
250 213 2018-06-15 11:32:34 9 4717442 188997
55 229 2018-06-15 11:32:35 5 6481301 231772
7 238 2018-06-15 11:32:35 14 2912862 884849
304 226 2018-06-15 11:32:36 5 9221979 491626
7 239 2018-06-15 11:32:36 27 4371145 931621
55 230 2018-06-15 11:32:37 15 3704083 852466
304 227 2018-06-15 11:32:37 28 9520826 42243
55 231 2018-06-15 11:32:38 17 9210722 1383850
250 214 2018-06-15 11:32:39 7 2001512 159177
7 240 2018-06-15 11:32:39 18 3905973 1317414
250 215 2018-06-15 11:32:40 29 1197071 1389239
7 241 2018-06-15 11:32:40 25 3733179 1449882
304 228 2018-06-15 11:32:41 23 2418206 1330756
250 216 2018-06-15 11:32:41 20 9225870 38583
304 229 2018-06-15 11:32:42 27 8568245 987989
304 230 2018-06-15 11:32:42 28 2740997 247755
55 233 2018-06-15 11:32:43 7 3829914 460481
55 234 2018-06-15 11:32:44 8 9953480 446975
304 232 2018-06-15 11:32:45 3 8613317 1372564
304 233 2018-06-15 11:32:45 13 8042545 595029
250 217 2018-06-15 11:32:46 23 4333704 225217
55 235 2018-06-15 11:32:46 13 7824732 803555
304 234 2018-06-15 11:32:47 10 6745560 168123
304 235 2018-06-15 11:32:47 24 4466894 994030
304 236 2018-06-15 11:32:48 8 7408276 1181697
55 236 2018-06-15 11:32:48 11 1025804 731990
304 237 2018-06-15 11:32:49 18 4762478 402506
1049 489 2018-06-15 11:32:50 7 9000735 319878
304 238 2018-06-15 11:32:51 26 9933816 584464
55 237 2018-06-15 11:32:51 25 2529930 237935
55 238 2018-06-15 11:32:52 23 8916242 753826
304 239 2018-06-15 11:32:52 14 6262156 924509
7 243 2018-06-15 11:32:53 12 2449862 986329
250 218 2018-06-15 11:32:53 27 7103949 915181
55 239 2018-06-15 11:32:54 22 7212450 529700
304 240 2018-06-15 11:32:54 26 3927076 426894
7 244 2018-06-15 11:32:55 10 9647225 1114144
55 240 2018-06-15 11:32:55 28 5196460 844826
7 245 2018-06-15 11:32:56 27 6452403 1383476
304 241 2018-06-15 11:32:56 29 8906061 1135432
250 219 2018-06-15 11:32:57 10 6240038 106397
55 241 2018-06-15 11:32:57 22 5652702 596049
1049 490 2018-06-15 11:32:58 28 1732547 1419708
304 242 2018-06-15 11:32:58 15 3973199 1395412
1049 491 2018-06-15 11:32:59 27 5027542 520474
7 246 2018-06-15 11:32:59 12 9884206 592861
1049 492 2018-06-15 11:33:00 22 8680678 406235
7 247 2018-06-15 11:33:00 15 3052797 1244846
7 248 2018-06-15 11:33:01 15 6925252 33349
7 249 2018-06-15 11:33:01 4 7166926 1470931
7 250 2018-06-15 11:33:02 30 1471752 61943
304 243 2018-06-15 11:33:02 13 9731234 1429252
7 251 2018-06-15 11:33:03 8 1939594 1343622
55 242 2018-06-15 11:33:03 24 1686787 435096
250 220 2018-06-15 11:33:04 22 9933184 89551
55 243 2018-06-15 11:33:04 20 5317597 1202451
1049 493 2018-06-15 11:33:05 28 7345674 706043
1049 494 2018-06-15 11:33:05 2 9901800 1355184
55 246 2018-06-15 11:34:21 2 4387858 1452930
7 254 2018-06-15 11:34:22 23 1067602 114803
304 247 2018-06-15 11:34:23 28 3489249 1302423
1049 497 2018-06-15 11:34:23 13 5301187 575787
55 247 2018-06-15 11:34:24 6 5440716 44388
304 248 2018-06-15 11:34:24 21 6270751 1292524
55 248 2018-06-15 11:34:25 26 7928925 66929
55 249 2018-06-15 11:34:25 13 6720412 368859
1049 498 2018-06-15 11:34:26 10 6839174 1493314
304 249 2018-06-15 11:34:26 23 7546768 176484
304 250 2018-06-15 11:34:27 25 6160798 519247
55 250 2018-06-15 11:34:27 9 6448878 856821
1049 499 2018-06-15 11:34:28 20 2766618 532689
304 251 2018-06-15 11:34:28 2 5341199 776938
7 255 2018-06-15 11:34:29 26 6445119 597299
55 251 2018-06-15 11:34:29 2 3901086 1094531
304 252 2018-06-15 11:34:30 7 1845622 346128
7 256 2018-06-15 11:34:30 28 4305148 1347880
55 253 2018-06-15 11:34:31 7 6445664 1451946
1049 500 2018-06-15 11:34:32 2 5215216 138644
55 254 2018-06-15 11:34:32 17 8733898 1397719
250 223 2018-06-15 11:34:33 26 9578976 897078
304 253 2018-06-15 11:34:33 6 7480669 228764
55 255 2018-06-15 11:34:34 23 7610070 977972
250 224 2018-06-15 11:34:35 23 1037150 517667
55 256 2018-06-15 11:34:35 24 4755871 789204
304 254 2018-06-15 11:34:36 5 8507576 1481413
1049 501 2018-06-15 11:34:36 10 4721505 702120
55 257 2018-06-15 11:34:37 28 8630955 415551
304 255 2018-06-15 11:34:37 17 1594243 1472936
250 225 2018-06-15 11:34:38 19 3356970 989615
250 226 2018-06-15 11:34:38 1 4225189 1069973
250 227 2018-06-15 11:34:39 7 4100026 385418
7 258 2018-06-15 11:34:39 10 6570321 325024
55 258 2018-06-15 11:34:40 6 8439356 805905
304 256 2018-06-15 11:34:40 29 4277060 545693
7 259 2018-06-15 11:34:41 22 2578626 370362
1049 502 2018-06-15 11:34:41 5 7076446 1119150
1049 503 2018-06-15 11:34:42 15 8448488 287759
1049 504 2018-06-15 11:34:42 26 5515853 1274448
250 228 2018-06-15 11:34:43 10 2631488 345257
7 260 2018-06-15 11:34:43 26 2613638 673886
304 257 2018-06-15 11:34:44 8 5069978 325065
304 258 2018-06-15 11:34:44 8 8183990 384200
304 259 2018-06-15 11:34:45 25 1585210 779249
250 229 2018-06-15 11:34:46 8 6992206 179531
1049 515 2018-06-22 13:58:45 26 9213351 972098
304 263 2018-06-22 14:01:53 5 1405661 1133178
55 266 2018-06-22 14:01:53 2 2748080 565624
7 268 2018-06-22 14:01:54 27 8565273 4132
304 265 2018-06-22 14:01:55 23 8686974 1013350
304 266 2018-06-22 14:01:55 21 7898148 600925
7 269 2018-06-22 14:01:56 18 2251303 1331263
250 238 2018-06-22 14:01:56 8 4764772 968280
7 270 2018-06-22 14:01:57 15 8059385 998160
304 267 2018-06-22 14:01:57 20 1402272 1337896
1049 518 2018-06-22 14:01:58 19 6842261 393597
1049 519 2018-06-22 14:01:58 27 7508470 1006396
7 271 2018-06-22 14:01:59 17 3720009 179930
250 239 2018-06-22 14:01:59 21 4244601 356276
304 268 2018-06-22 14:02:00 9 9626027 791498
304 269 2018-06-22 14:02:00 17 1956000 504407
1049 520 2018-06-22 14:02:01 20 9063000 1344416
1049 521 2018-06-22 14:02:01 15 1422348 79165
304 270 2018-06-22 14:02:02 17 4989834 153848
7 272 2018-06-22 14:02:02 18 2658333 1407607
7 273 2018-06-22 14:02:03 16 7283787 1272748
1049 524 2018-06-22 14:03:50 26 2673241 1425950
250 242 2018-06-22 14:03:50 16 7868614 237019
304 273 2018-06-22 14:03:51 29 2051472 22663
55 269 2018-06-22 14:03:51 9 1622125 1324553
55 270 2018-06-22 14:03:52 27 7820161 124739
7 276 2018-06-22 14:03:52 24 7795446 1029353
55 271 2018-06-22 14:03:53 9 6020568 17000
250 243 2018-06-22 14:03:53 3 7794662 1241343
250 244 2018-06-22 14:03:54 4 1674024 306727
304 274 2018-06-22 14:03:54 28 7663036 1096488
250 245 2018-06-22 14:03:55 5 2059207 890167
304 275 2018-06-22 14:03:55 22 2626139 1433680
304 276 2018-06-22 14:03:56 3 4107855 947118
7 277 2018-06-22 14:03:56 29 1405348 1381083
55 272 2018-06-22 14:03:57 10 7849264 544085
250 246 2018-06-22 14:03:57 25 5808824 245391
250 247 2018-06-22 14:03:58 16 4833496 689829
304 277 2018-06-22 14:03:58 6 4507711 646203
250 248 2018-06-22 14:03:59 24 3379419 1498371
55 273 2018-06-22 14:03:59 2 8398020 1261175
55 274 2018-06-22 14:04:00 25 6122199 680346
1049 525 2018-06-22 14:04:00 3 8704793 902845
250 249 2018-06-22 14:04:01 20 8954696 369551
7 278 2018-06-22 14:04:01 25 1781663 1202028
304 278 2018-06-22 14:04:02 19 1885960 1139571
7 280 2018-06-22 14:04:03 21 6778244 1054783
1049 526 2018-06-22 14:04:03 10 2765039 1137780
304 279 2018-06-22 14:04:04 14 7898256 1416381
1049 527 2018-06-22 14:04:04 29 8039936 727403
250 250 2018-06-22 14:04:05 12 7168836 398121
55 276 2018-06-22 14:04:06 29 3903041 1497391
250 251 2018-06-22 14:04:06 20 4898939 1483966
7 281 2018-06-22 14:04:07 6 4518876 1213206
1049 528 2018-06-22 14:04:07 26 6263302 1448885
1049 529 2018-06-22 14:04:08 9 6434612 231175
7 282 2018-06-22 14:04:08 28 9324271 150019
1049 530 2018-06-22 14:04:09 27 7743999 1290520
55 277 2018-06-22 14:04:10 4 4525949 1374031
7 283 2018-06-22 14:04:10 9 7709296 738382
250 252 2018-06-22 14:04:11 9 2791854 223098
250 253 2018-06-22 14:04:11 11 4437205 758477
55 278 2018-06-22 14:04:12 20 6036649 724982
55 279 2018-06-22 14:04:12 18 7441529 293737
250 254 2018-06-22 14:04:13 21 4510039 840337
55 280 2018-06-22 14:04:14 1 9951137 514335
55 281 2018-06-22 14:04:15 2 8049706 767103
304 281 2018-06-22 14:04:15 19 1055332 1155578
1049 532 2018-06-22 14:04:16 23 8281583 1249345
7 284 2018-06-22 14:04:16 18 9098179 975759
55 282 2018-06-22 14:04:17 6 6422510 1375690
7 286 2018-06-22 14:08:43 3 4929513 169135
250 257 2018-06-22 14:08:43 29 7121995 24608
250 258 2018-06-22 14:08:44 1 4385106 82865
1049 534 2018-06-22 14:08:44 26 2008773 11938
55 284 2018-06-22 14:08:45 16 4940589 1029521
55 285 2018-06-22 14:08:45 2 5614875 764729
1049 535 2018-06-22 14:08:46 28 5614211 188981
304 283 2018-06-22 14:08:46 4 1141585 446746
250 259 2018-06-22 14:08:47 11 2873808 254086
304 284 2018-06-22 14:08:47 8 7873905 1142909
304 285 2018-06-22 14:08:48 26 4905966 43469
304 286 2018-06-22 14:08:48 12 7277255 62948
304 287 2018-06-22 14:08:49 26 1303413 501443
304 288 2018-06-22 14:08:49 17 8742898 1065397
1049 536 2018-06-22 14:08:50 19 9781939 897552
7 287 2018-06-22 14:08:50 6 6758443 1290504
304 289 2018-06-22 14:08:51 1 3779984 185332
7 288 2018-06-22 14:08:51 7 7335606 1294291
1049 537 2018-06-22 14:08:52 2 1042769 814402
1049 538 2018-06-22 14:08:52 4 1323011 331343
1049 539 2018-06-22 14:08:53 22 4279951 1178322
7 289 2018-06-22 14:08:53 19 2062328 1115297
7 290 2018-06-22 14:08:54 1 1586975 1123064
304 290 2018-06-22 14:08:54 12 7716408 1050906
250 260 2018-06-22 14:08:55 19 6615971 5782
1049 540 2018-06-22 14:08:55 14 5959551 681951
55 286 2018-06-22 14:08:56 17 4299521 1462118
1049 541 2018-06-22 14:08:56 11 8986157 426081
55 287 2018-06-22 14:08:57 17 8417894 1337052
250 261 2018-06-22 14:08:57 17 2781262 1155876
